source_type,event_name,source,year,session_title,abstract,topic_terms,url,source_url,crawl_depth
conference_session,Identiverse,Identiverse 2023 archive,2023,Session Title Speaker(s) Recording Presentation,Session Title Speaker(s) Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,How to Audit an AI Model for Bias Brenda Leong - BNH.AI Tatiana Rice - Future of Privacy Forum Recording Presentation,ai_and_automation; privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Identity Is the Key to Supply Chain Security Marc Boorshtein - Tremolo Security Recording Presentation,privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Introduction to Identity Espen Bago - Norwegian Labour and Welfare Admin Lance Peterman - Equitable / Univ of North Carolina at Charlotte Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Kantara Initiative - Global Leader in Digital Identity Kay Chopard - Kantara Initiative Lynzie Adams - Kantara Initiative Recording Presentation,identity_representation,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Go Passwordless with Passkeys: A WebAuthn Developer Workshop Matthew Miller - Cisco Megan Shamas - FIDO Alliance Nick Steele - 1Password Shane Weeden - IBM Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Introduction to Privacy Jamie Danker - Venable LLP Ivy Orecchio - Venable LLP Zachary Martin - Venable LLP Recording Presentation,privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Seven White Papers on Identity and the OpenID Foundation Strategy Gail Hodges - OpenID Foundation Nancy Cam-Winget - Cisco Nat Sakimura - OpenID Foundation Vittorio Bertocci - Auth0/Okta Ramesh Narayanan - MOSIP Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Solving the Identity Skills Gap - What Skills are Needed and How Can We Grow New Talent Miki Brotzler - NAB Kevin Streater - ForgeRock Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Identity Under Attack Andre Durand - Ping Identity Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Guest Keynote MJ Hegar Not Available Not Available,Guest Keynote MJ Hegar Not Available Not Available,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Session Title Speaker(s) Recording Presentation,Session Title Speaker(s) Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Making Passkeys Inevitable Andrew Shikiar - FIDO Alliance Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Open Standards for the Intelligent Trust Fabric Alex Simons - Microsoft Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Bah-da-bah-bah Bottleneck: Addressing Crew Onboarding Challenges at McDonald’s Ebony Love - McDonald's Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Passkeys are Here! What Now? Christiaan Brand - Google Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Stealing Identities and Privilege Escalation: The Real-World Story of a Ransomware Attack Joseph Carson - Delinea Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Your Customer Doesn't Have a Credential — Now What? Steve Pannifer - Consult Hyperion Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Zero Trust Architecture for B2C Identity at General Motors Andrew Cameron - GM Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Liminal Presents: The Evolving Digital Identity Landscape Travis Jarae - Liminal Recording Presentation,identity_representation,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"Oops, I got 10 Billion Users! Top 10 Steps to a Healthy and Valuable Account System Robin Goldstein - Microsoft Recording Presentation",,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Seamless and Secure — Give Your Customers the Experience They Deserve Tom Eggleston - ProofID Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Securing Organizations against Large Scale Identity Attacks Jose Rodriguez - IBM Priti Patil - IBM Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,The State of OAuth Aaron Parecki - Okta Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Veza Presents: IGA Strategies for Achieving Least Privilege Rich Dandliker - Veza David Tyburski - Wynn Resorts Recording Presentation,access_governance,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,BeyondTrust Presents: Cyber-Defense Strategies to Protect Cloud Resources & Identities Morey Haber - BeyondTrust Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Ceremonies Ian Glazer - IDPro Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Connected Car Identity at Scale Steven Venema - ForgeRock Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Liminal Presents: Unlocking the Power of Entity Verification Will Charnley - Liminal Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Mission Possible: How I Defused an In-Progress Identity System Attack Guido Grillenmeier - Semperis Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Signing Out and Session Management in 2023 Vittorio Bertocci - Auth0/Okta Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Collision Course: Ethics vs. Human-Centered Design in the New Perimeter Nishant Kaushik - Uniken Inc. Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Full Disclosure: Behind the Scenes of SD-JWT Brian Campbell - Ping Identity Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Liminal Presents: The Business Case for Verifiable Credential Management Gilad Rosner - Liminal Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Post-Compromise Persistence and Detection within IdPs Chaim Sanders - Lyft Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"QOMPLX Presents: The Whole Nine Yards: Establish a Comprehensive Identity Security Stack for Your Business Derek Melber - QOMPLX, Inc. Recording Presentation",privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,1Kosmos presents: Fast Track Passwordless MFA by Avoiding Five Common Pitfalls Not Available Not Available Not Available,1Kosmos presents: Fast Track Passwordless MFA by Avoiding Five Common Pitfalls Not Available Not Available Not Available,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Optimizing UX for Passkeys Kevin Goldman - Trusona Cam Champeau - Sony Interactive Entertainment Niharika Ved - Intuit Sierre Wolfkostin - Cisco Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,PII in Practice: Protecting and Understanding Identity and its Vulnerabilities in Black Communities James Lee - Identity Theft Resource Center Glenance Green - Black Researchers Collective Tiye McKethen - ITRC Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Ping Identity Presents: Passwords Gone in 60 Seconds John DaSilva - Ping Identity Yariv Levavi - Ping Identity Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"QOMPLX Presents: Mind the Gap in Traditional Security: ITDR and Where It Fits in Your Identity Security Stack Brian Freedman - QOMPLX, Inc. Recording Presentation",privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Understanding NIST Digital Identity Guidelines: A NIST SP 800-63-4 Master Class Ryan Galluzzo - NIST Andrew Regenscheid - NIST Recording Presentation,identity_representation,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Passkey Early Adopters Fireside Chat Andrew Shikiar - FIDO Alliance Rakan Khalid - Intuit Christiaan Brand - Google Hannah Hodak - Hyatt Hotels Corporation Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Ping Identity Presents: Faster User Experiences with Orchestration John DaSilva - Ping Identity Nathan Langton - Ping Identity Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Prove You are You in a Zero Trust World Len Noe - CyberArk Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Radiant Logic Presents: Getting Better Sleep with Analytics-Driven Identity Data Management Sebastien Faivre - Brainwave GRC Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Realizing Universal Citizen-Centric Identity Elizabeth Garber - IDPartner Mark Haine - OpenID Foundation Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Digital Identity Across the Globe Dima Postnikov - Australian Payments Plus Recording Presentation,identity_representation,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,HYPR Presents: Our Drive to Zero Passwords Ryan Rowcliffe - HYPR Cisa Kurian - CVS Health Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Pandemic of Risk Perception: Understanding Human Behavior to Improve Identity Security Sarah Handler - Netflix Recording Presentation,privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,The Four Horsemen of the SSI Apocalypse Jeremy Grant - Venable LLP Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,The History and Future of Digital Wallets Stephen Wilson - Lockstep Consulting Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Transmit Security Presents: Is It Time to Panic? How Attackers are Leveraging ChatGPT & How to Respond with Intelligent Identity-Security David Mahdi - Transmit Security Recording Presentation,privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Trusting the Process - Real-life Lessons on Using Change Management for Zero Trust Success Sarah Villarmarzo - Easy Dynamics Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Identity Under Attack: How Generative AI is Fueling Cybercrime as a Service Ashish Jain - Arkose Labs Recording Presentation,ai_and_automation,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Lightweight Verifiable Credential Schema and Process Abbie Barbir - CVS Kim Duffy - Centre Consortium Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Tuebora Presents: Policy-driven IGA – Why this approach produces better outcomes? Brian Iverson - Tuebora Recording Presentation,access_governance,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Verifiable Credentials for the Identity Practitioner Vittorio Bertocci - Auth0/Okta Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,What is a Smart Wallet and How Might It be Implemented? Mark Haine - OpenID Foundation Nick Mothershaw - Open Identity Exchange Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Who is PAM? Get to Know Her — She Should be a Part of Every Identity Conversation Grace Sands - KPMG Zach Limacher - KPMG Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Presentation,Can Subsidiarity Save Decentralization? Eve Maler - ForgeRock Not Available Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,E-Commerce Accounts' Anti-Fraud Measures: Balancing Security and Customer Friction Karthik Kotha - Kroger Recording Presentation,privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Finding Your Calling: Becoming the Identity Professional Janelle Allen - Cisco - Webex Identity Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,IDMWORKS presents: Correctly planning your Identity & Access Management Journey Paul Bedi - IDMWORKS Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,The European Union Goes Decentralized — Standards and Technical Architecture Behind eIDAS v2 Torsten Lodderstedt - yes IDP GmbH Kristina Yasuda - Microsoft Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,The Ubiquitous Credential - Government-issued Identity in Your Phone and Your Life Heather Flanagan - Spherical Cow Consulting Mike Kiser - SailPoint Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Session Title Speaker(s) Recording Presentation,Session Title Speaker(s) Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Distributed and Delegated Access Management Hans Zandbelt - ZmartZone IAM Recording Presentation,identity_management,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"IDMWORKS presents: Enabling a data driven Identity program using Data, Process and Risk Management Bill Willis - IDMWORKS Recording Presentation",privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Investing in Identity: NIST's Digital Identity Roadmap Ryan Galluzzo - NIST Ketan Mehta - NIST Andrew Regenscheid - NIST Recording Presentation,identity_representation,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"Liminal Presents: Consumer Identity: Trends, Innovations, and Customer Perspectives Julie Dawson - Yoti Gilad Rosner - Liminal Eve Maler - ForgeRock Recording Presentation",,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Verifiable Digital Credentials: Comparison and Analysis of Emerging Issuance Protocol Standards Andrew Hughes - Ping Identity Torsten Lodderstedt - yes IDP GmbH Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,A Year with Passkeys Tim Cappalli - Microsoft Christiaan Brand - Google Matthew Miller - Cisco Christine Owen - Guidehouse Megan Shamas - FIDO Alliance Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"Building Interoperable, Decentralized Identity Systems with OpenID for Verifiable Credentials Torsten Lodderstedt - yes IDP GmbH Kristina Yasuda - Microsoft Recording Presentation",,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Enforcing Consent Conformance in Your Authorization Logic with a Fine-Grained Permissions Model Jean-Francois Lombardo - Amazon Web Services Jeremy Ware - Amazon Web Services Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"QOMPLX Presents: Hybrid Active Directory Attacks: Anatomy and Defenses Derek Melber - QOMPLX, Inc. Recording Presentation",,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Radiant Logic Presents: How to Tackle the 4 C’s on Your Road to Zero Trust Wade Ellery - Radiant Logic Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Bringing National Australia Bank’s Digital Identity to Life: From Ideation to Market Launch Rick Iversen - Australian Payments Plus Natalie Reed - Deloitte Australia Linden Dawson - National Australia Bank Recording Presentation,identity_representation,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,High Security and Interoperable OAuth 2.0: What’s the Latest? Daniel Fett - Authlete Joseph Heenan - Authlete Recording Presentation,privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,IDMWORKS Presents: Modernizing your Consumer IAM Capabilities Nick Hunt - IDMWORKS Recording Presentation,identity_management,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,The Laws of Identity in the Era of Ubiquitous Identity Nat Sakimura - OpenID Foundation Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Transmit Security Presents: Build a Robust New Account Opening Experience Without Compromising on Security Jacob Lehmann - Transmit Security Jim Winters - Transmit Security Recording Presentation,privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Authentication: Tales from the Field David Martinache - Wavestone Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,How Much Data Do You Really Need to Collect to Know Your Customer? Denny Prvu - RBC Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Microsoft Presents: The Imperative to Modernize – Saying Goodbye to ADFS and Going Beyond AD TJ Cutting - Microsoft David Gregory - Microsoft Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,BeyondTrust Presents: The 2023 Microsoft Vulnerabilities Report – Dissected Morey Haber - BeyondTrust Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,How Hyatt is Driving Exceptional Customer Experiences with Modern FIDO Passwordless Authentication Derek Hanson - Yubico Art Chernobrov - Hyatt Hotels Corporation Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Identity as a Revenue Driver: Tales from the Product Side of Identity Hannah Sutor - GitLab Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,IDMWORKS Presents: Create your Identity Strategy for Building a Solid Foundation to Allow the Enforcement of Zero Trust Principles Abhi Sarmah - IDMWORKS Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"QOMPLX Presents: The Silent Scream of Every Network: The Horror that is Hybrid Active Directory Security Derek Melber - QOMPLX, Inc. Recording Presentation",privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Tilting at White Towers: Making Your Identity Architecture Actionable Stephen Hutchinson - Mitsubishi Bank of Tokyo Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,1Kosmos Presents: Bringing Verified Identity and Passwordless to the Masses Mike Engle - 1Kosmos Kevin Shanley - Amazon Web Services Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Crumbling the Cookie: Fixing a Weak Link in Authentication on the Web Zachary Voase - Netflix Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Do I Panic Now or Later? A Guide to Incident Response and Pressure Management Tia Louden - Microsoft Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Securing Cross-Device Flows Using Zero Trust Principles Nick Ludwig - Microsoft Pieter Kasselman - Microsoft Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,The Not-So-Obvious Parts of Application Onboarding Tabitha Hancock - UberEther Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Zero Identity Stephen Wilson - Lockstep Consulting Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"Identity, Inclusion and the Importance of Mentorship Eliza Kuzmenko - Amazon Web Services Sarah Handler - Netflix Recording Presentation",inclusion_and_diversity,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Lessons Learned in Implementing a Decentralised Identity Platform Daniel McGrogan - Workday Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Okta Presents: Top Trends from Okta's 2023 Business at Work Report Eila Shargh - Okta Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Representing Application Permissions Models via the SCIM 2.0 Roles and Entitlements Attributes Danny Zollner - Microsoft Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Thinking Differently About Passkeys - New Threats Require a New Threat Model Dean Saxe - Amazon Web Services Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Bringing Continual Dynamic Authorization to COTS Applications Paul Heaney - ProofID Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,CAEP Deep Dive: Implementing Session Revocation and Authorization Atul Tulshibagwale - SGNL Tim Cappalli - Microsoft Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Critical Infrastructure: Can Legacy Apps and Modern MFA Coexist? Michael Rothschild - HYPR Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
